,Artist Reputation,Height,Width,Weight,Price Of Sculpture,Base Shipping Price,Cost
3589,0.8,30.0,15.0,15976.0,69.32,35.11,3398.38
3590,0.82,15.0,7.0,1505.0,5.32,22.1,568.08
3591,0.53,20.0,7.0,2242.0,7.31,11.29,313.67
3592,0.69,19.0,9.0,340045.0,532.21,35.14,15528.5
3593,0.45,25.0,10.0,1990.0,13.73,11.36,392.03
3594,0.68,30.0,13.0,2261.0,6.27,10.47,427.62
3595,0.19,18.0,7.0,1485.0,5.46,18.05,170.72
3596,0.63,34.0,14.0,1470095.0,4198.24,25.93,90412.29
3597,0.45,11.0,6.0,71.0,4.66,14.33,142.2
3598,0.95,26.0,8.0,11369.0,124.17,79.29,2937.38
3599,0.17,12.0,8.0,841.0,5.23,10.72,136.03
3600,0.52,30.0,14.0,3169.0,3.83,21.84,330.88
3601,0.29,23.0,15.0,1380348.0,2824.05,85.4,9270.45
3602,0.49,38.0,17.0,2025541.0,12189.62,94.02,19320.96
3603,0.47,17.0,9.0,666.0,4.48,19.75,269.22
3604,0.94,24.0,12.0,591.0,5.18,17.95,732.02
3605,0.73,20.0,7.0,3267.0,16.35,22.29,427.8
3606,0.79,40.0,18.0,1275.0,7.93,16.64,957.56
3607,0.05,22.0,9.0,153022.0,234.36,44.98,752.68
3608,0.08,42.0,18.0,251.0,5.17,17.43,141.23
3609,0.45,25.0,12.0,14417.0,81.76,91.58,1910.69
3610,0.79,24.0,8.0,5297.0,38.53,41.01,1109.42
3611,0.2,18.0,7.0,5422.0,22.53,53.22,367.75
3612,0.11,20.0,12.0,279961.0,1112.57,92.96,1908.22
3613,0.09,19.0,10.0,2649.0,5.1,19.08,178.42
3614,0.11,28.0,16.0,593.0,4.68,16.82,123.9
3615,0.27,13.0,6.0,30392.0,50.45,53.23,497.43
3616,0.12,29.0,10.0,3232.0,5.6,91.73,467.78
3617,0.84,38.0,8.0,710.0,5.34,14.9,679.81
3618,0.8,8.0,5.0,3256.0,4.26,22.21,463.73
3619,0.67,25.0,19.0,1801438.0,6601.7,49.98,207840.53
3620,0.05,4.0,4.0,139.0,5.29,11.87,128.34
3621,0.25,6.0,5.0,2539.0,6.62,21.66,257.51
3622,0.27,18.0,11.0,991.0,5.66,21.43,234.96
3623,0.14,28.0,8.0,31545.0,39.36,33.74,479.27
3624,0.65,12.0,8.0,1392.0,6.99,10.95,327.47
3625,0.7,19.0,11.0,6979.0,4.28,66.38,999.66
3626,0.6,10.0,4.0,10795.0,23.3,61.67,784.13
3627,0.22,13.0,8.0,3163.0,11.41,11.28,146.64
3628,0.92,19.0,9.0,3126.0,5.63,22.69,974.59
3629,0.28,11.0,6.0,1057.0,6.56,19.68,233.7
3630,0.1,15.0,8.0,2335.0,5.18,19.85,183.06
3631,0.45,34.0,6.0,8251.0,28.74,43.48,531.58
3632,0.5,20.0,6.0,251.0,4.66,19.45,191.23
3633,0.61,24.0,8.0,2028.0,5.03,24.13,494.4
3634,0.45,22.0,10.0,419022.0,1351.42,75.69,3697.13
3635,0.45,24.0,12.0,115395.0,1099.94,84.04,8626.77
3636,0.59,25.0,10.0,24399.0,49.67,56.65,1260.96
3637,0.45,30.0,16.0,27101.0,83.84,35.27,513.53
3638,0.3,12.0,7.0,3232.0,8.49,14.6,230.68
3639,0.45,20.0,6.0,117.0,6.09,24.87,163.03
3640,0.82,26.0,15.0,2662332.0,19759.53,25.6,30865.04
3641,0.66,36.0,7.0,18371.0,58.36,74.08,2823.62
3642,0.8,24.0,16.0,690.0,3.91,22.7,617.39
3643,0.68,20.0,8.0,106300.0,316.32,86.5,2364.45
3644,0.45,29.0,9.0,10286.0,27.14,61.68,553.63
3645,0.84,27.0,13.0,251.0,6.9,22.98,868.36
3646,0.16,8.0,4.0,4081.0,12.69,12.65,188.12
3647,0.06,17.0,12.0,1017.0,4.89,19.05,171.99
3648,0.08,25.0,21.0,918.0,3.15,22.2,177.9
3649,0.67,50.0,7.0,19255.0,53.9,54.42,2015.05
3650,0.22,19.0,9.0,13417.0,39.19,89.07,673.45
3651,0.14,18.0,6.0,530.0,5.23,10.42,100.34
3652,0.0,41.0,21.0,5190779.0,4508.07,92.97,11936.41
3653,0.38,5.0,4.0,959.0,5.18,20.28,237.29
3654,0.42,24.0,6.0,107047.0,169.31,84.45,1035.52
3655,0.63,4.0,4.0,679.0,3.68,23.91,298.07
3656,0.29,27.0,7.0,301.0,4.92,14.75,180.44
3657,0.92,33.0,8.0,221082.0,2877.65,69.89,13786.04
3658,0.71,3.0,3.0,39.0,6.42,21.71,302.12
3659,0.74,23.0,8.0,2320.0,10.37,19.35,474.89
3660,0.1,22.0,14.0,4065.0,3.57,23.24,260.72
3661,0.6,18.0,7.0,75909.0,35.24,29.92,694.66
3662,0.39,11.0,8.0,62164.0,425.76,61.88,2058.93
3663,0.56,30.0,16.0,483.0,5.37,17.3,311.23
3664,0.31,10.0,8.0,2733.0,5.68,11.46,238.25
3665,0.58,8.0,4.0,4412.0,27.99,10.51,333.67
3666,0.71,4.0,8.0,376.0,5.72,15.29,338.31
3667,0.16,17.0,10.0,804.0,5.97,14.41,113.07
3668,0.01,25.0,10.0,9155.0,9.59,81.17,375.85
3669,0.84,31.0,11.0,13903.0,102.87,90.06,3231.68
3670,0.11,26.0,11.0,1745.0,4.83,17.48,172.55
3671,0.3,4.0,3.0,48.0,4.34,21.69,206.87
3672,0.73,12.0,7.0,28301.0,176.51,55.76,873.56
3673,0.58,3.0,3.0,58.0,6.45,24.94,272.06
3674,0.11,19.0,7.0,66.0,6.79,19.01,138.0
3675,0.25,32.0,11.0,1030.0,3.72,17.68,197.03
3676,0.68,40.0,8.0,20765.0,46.67,90.77,2314.7
3677,0.92,45.0,8.0,7128.0,46.52,78.43,4302.85
3678,0.21,19.0,11.0,749.0,6.38,13.05,145.16
3679,0.19,9.0,5.0,1172.0,5.07,13.57,203.14
3680,0.87,15.0,7.0,95122.0,142.91,44.75,1301.71
3681,0.29,28.0,7.0,14818.0,10.19,48.48,448.43
3682,0.95,20.0,7.0,11219.0,95.94,70.76,36098.77
3683,0.78,19.0,8.0,207319.0,1807.26,36.03,5388.43
3684,0.66,41.0,12.0,26968.0,123.28,90.12,2496.12
3685,0.09,27.0,12.0,23798.0,42.23,75.91,607.1
3686,0.66,31.0,17.0,652.0,5.73,13.77,350.62
3687,0.69,15.0,8.0,59322.0,106.32,39.47,1517.44
3688,0.17,33.0,16.0,62633.0,13.38,28.93,609.97
3689,0.89,24.0,11.0,15087.0,72.01,89.08,7682.06
3690,0.98,3.0,3.0,62.0,4.65,23.4,309.36
3691,0.12,32.0,8.0,29448.0,20.64,50.33,446.99
3692,0.81,19.0,7.0,2535.0,9.23,22.87,1784.49
3693,0.01,23.0,9.0,7768.0,16.46,33.19,229.63
3694,0.71,14.0,8.0,236.0,4.93,19.43,358.77
3695,0.45,3.0,2.0,58.0,5.09,10.91,221.01
3696,0.45,20.0,4.0,2455.0,5.21,24.23,377.74
3697,0.31,6.0,4.0,44.0,5.08,13.25,119.1
3698,0.57,36.0,8.0,5388574.0,38453.27,66.28,92923.98
3699,0.45,3.0,2.0,11.0,4.01,19.91,168.97
3700,0.13,57.0,37.0,2388.0,3.44,18.53,208.4
3701,0.23,5.0,3.0,44.0,6.52,13.94,140.02
3702,0.51,17.0,8.0,770.0,5.84,20.28,280.67
3703,0.45,6.0,5.0,2711.0,8.37,14.46,210.82
3704,0.45,13.0,8.0,251.0,4.89,12.46,271.86
3705,0.43,21.0,8.0,9118.0,19.32,86.16,945.68
3706,0.26,31.0,9.0,802079.0,875.84,98.89,4952.93
3707,0.08,18.0,7.0,3521.0,5.46,10.3,127.88
3708,0.17,41.0,15.0,577.0,5.65,16.95,145.18
3709,0.71,16.0,6.0,907.0,3.44,23.83,385.66
3710,0.45,15.0,6.0,45264.0,140.88,71.1,990.2
3711,0.38,13.0,6.0,1034.0,4.63,20.25,218.73
3712,0.13,25.0,9.0,332.0,5.33,20.09,164.0
3713,0.54,34.0,18.0,80943.0,530.27,27.79,4132.3
3714,0.17,32.0,15.0,999739.0,1405.89,74.08,4329.88
3715,0.26,52.0,27.0,13037599.0,2892.21,38.81,188189.03
3716,0.25,19.0,8.0,281646.0,755.78,83.04,3615.49
3717,0.35,34.0,21.0,7593.0,22.76,98.8,1308.13
3718,0.78,19.0,6.0,250.0,5.49,18.05,419.91
3719,0.09,35.0,19.0,3997714.0,3130.51,61.01,9810.88
3720,0.97,25.0,8.0,9752.0,91.74,65.07,40207.92
3721,0.45,18.0,7.0,4847.0,5.19,22.88,467.51
3722,0.46,23.0,10.0,15895.0,62.24,39.42,978.86
3723,0.38,8.0,5.0,11611.0,11.38,34.32,434.27
3724,0.45,26.0,12.0,33054.0,94.16,45.12,5910.35
3725,0.69,19.0,7.0,45181.0,302.44,92.07,2977.25
3726,0.41,11.0,7.0,1374.0,6.62,24.87,339.2
3727,0.37,25.0,15.0,1492.0,6.66,23.99,310.45
3728,0.57,25.0,6.0,2862.0,8.18,14.29,388.61
3729,0.62,46.0,17.0,1110.0,6.52,15.27,521.19
3730,0.43,35.0,13.0,5982.5,161.95,50.42,804.25
3731,0.56,23.0,13.0,679881.0,876.29,54.33,20339.98
3732,0.57,22.0,15.0,5352.0,35.67,76.16,1236.47
3733,0.45,7.0,4.0,1374.0,4.95,11.63,209.17
3734,0.85,36.0,20.0,80924.0,307.61,79.61,6242.5
3735,0.72,25.0,13.0,1829.0,5.93,13.34,348.27
3736,0.45,22.0,13.0,409614.0,2120.37,84.06,3568.72
3737,0.81,14.0,8.0,35758.0,198.16,80.35,2016.07
3738,0.33,32.0,9.0,8273.0,5.97,45.41,495.56
3739,0.51,16.0,6.0,178.0,6.14,18.8,252.58
3740,0.37,21.0,6.0,207.0,4.42,11.4,141.84
3741,0.58,14.0,7.0,440.0,3.45,18.1,252.14
3742,0.43,9.0,4.0,4138.0,16.31,13.36,288.67
3743,0.57,17.0,9.0,5960.0,16.05,62.85,937.81
3744,0.45,21.0,10.0,159037.0,271.39,97.46,1737.95
3745,0.45,24.0,6.0,155.0,6.68,15.57,224.88
3746,0.45,39.0,8.0,3232.0,55.47,99.71,1149.35
3747,0.45,22.0,10.0,13313.0,74.38,81.65,6421.77
3748,0.27,3.0,2.0,41.0,3.51,24.15,192.72
3749,0.06,22.0,7.0,55542.0,199.14,45.2,556.74
3750,0.11,40.0,10.0,1626.0,3.01,14.52,126.48
3751,0.38,18.0,9.0,68615.0,380.96,97.86,1657.54
3752,0.45,19.0,6.0,457.0,5.93,15.74,242.48
3753,0.69,11.0,6.0,25430.0,247.65,27.37,1142.98
3754,0.17,11.0,8.0,3232.0,5.74,23.31,225.18
3755,0.6,12.0,8.0,57131.0,332.89,96.49,2836.0
3756,0.12,22.0,9.0,230104.0,742.21,27.66,2728.81
3757,0.51,47.0,7.0,5694.0,26.02,33.05,737.32
3758,0.18,6.0,5.0,197.0,4.17,22.73,158.81
3759,0.33,21.0,11.0,21370.0,18.63,63.29,705.51
3760,0.89,13.0,8.0,135.0,5.57,23.66,761.69
3761,0.46,17.0,11.0,98.0,5.42,23.49,317.49
3762,0.13,28.0,11.0,1043.0,6.48,10.54,127.56
3763,0.22,10.0,5.0,15206.0,26.23,77.94,669.56
3764,0.42,16.0,8.0,209013.0,226.64,61.25,2429.06
3765,0.22,22.0,8.0,258.0,4.76,18.63,168.76
3766,0.28,18.0,7.0,243.0,3.92,15.13,123.0
3767,0.48,12.0,7.0,26367.0,157.67,39.37,658.01
3768,0.56,47.0,15.0,7929007.0,34009.33,59.66,157304.93
3769,0.8,29.0,7.0,220.0,3.34,20.38,569.96
3770,0.7,11.0,7.0,15138.0,43.58,73.23,1185.1
3771,0.16,9.0,5.0,84.0,5.36,22.25,159.37
3772,0.72,5.0,5.0,2850.0,10.28,16.4,331.07
3773,0.77,36.0,17.0,375.0,3.03,13.96,487.43
3774,0.29,37.0,9.0,4151.0,9.07,24.8,486.53
3775,0.47,8.0,4.0,47.0,5.8,18.89,219.9
3776,0.79,21.0,10.0,10005.0,47.01,38.78,1236.38
3777,0.23,24.0,11.0,522326.0,2148.94,65.46,9498.64
3778,0.23,34.0,11.0,59131.0,145.61,85.53,925.71
3779,0.12,13.0,6.0,1103.0,5.2,14.79,148.52
3780,0.26,18.0,10.0,456.0,6.58,19.03,214.33
3781,0.54,24.0,11.0,473744.0,1767.43,37.66,2524.42
3782,0.89,16.0,8.0,56467.0,122.63,37.49,1413.78
3783,0.65,13.0,8.0,396.0,3.47,11.13,222.58
3784,0.73,19.0,7.0,23520.0,68.75,80.27,2840.27
3785,0.41,8.0,4.0,432.0,5.53,22.87,246.73
3786,0.16,24.0,17.0,50717.0,92.22,81.11,1487.06
3787,0.45,32.0,10.0,18651.0,30.68,62.53,568.35
3788,0.81,27.0,15.0,18958.0,43.8,51.92,2068.03
3789,0.61,20.0,8.0,8066.0,38.13,83.58,1527.17
3790,0.54,44.0,13.0,387.0,5.99,18.35,356.64
3791,0.73,9.0,4.0,434.0,6.02,18.29,453.28
3792,0.11,18.0,11.0,1298.0,4.57,14.62,181.63
3793,0.79,26.0,9.0,628661.0,870.19,30.23,168987.2
3794,0.19,9.0,5.0,395.0,4.19,18.56,177.78
3795,0.51,26.0,8.0,14194.0,31.24,54.15,775.02
3796,0.05,20.0,13.0,381630.0,523.37,85.87,1082.71
3797,0.27,45.0,7.0,18289.0,14.62,85.66,722.59
3798,0.09,23.0,10.0,285530.0,691.11,76.57,1454.32
3799,0.76,30.0,15.0,31074.0,41.07,43.12,1704.47
3800,0.53,49.0,23.0,8417.0,8.6,28.5,920.97
3801,0.22,8.0,5.0,80.0,6.08,19.63,158.37
3802,0.56,35.0,10.0,567613.0,2455.67,93.37,8949.37
3803,0.38,12.0,8.0,36829.0,222.23,71.63,1148.83
3804,0.24,19.0,10.0,435642.0,647.72,49.86,5135.16
3805,0.58,5.0,5.0,265.0,5.06,16.39,277.58
3806,0.45,35.0,17.0,35542.0,45.02,67.03,585.99
3807,0.37,13.0,8.0,121463.0,601.86,66.32,4943.58
3808,0.59,8.0,4.0,1065.0,3.56,15.77,266.67
3809,0.87,40.0,9.0,2989.0,3.56,19.68,952.1
3810,0.61,29.0,6.0,529.0,5.74,15.22,405.01
3811,0.45,30.0,22.0,52276.0,22.08,72.4,1013.82
3812,0.63,34.0,14.0,5507.0,18.18,29.53,1280.17
3813,0.41,12.0,8.0,406.0,6.28,21.17,243.49
3814,0.41,18.0,8.0,251.0,4.53,19.4,239.27
3815,0.91,7.0,4.0,45.0,3.1,15.11,262.72
3816,0.47,26.0,10.0,3031.0,9.56,21.29,522.52
3817,0.46,8.0,5.0,9063.0,15.02,25.03,347.02
3818,0.56,34.0,10.0,14435.0,22.68,39.25,685.42
3819,0.41,18.0,7.0,189.0,6.58,13.64,192.2
3820,0.99,52.0,19.0,8066.0,256.71,89.28,10435.66
3821,0.69,26.0,12.0,640.0,4.52,14.24,403.98
3822,0.45,41.0,8.0,77974.0,337.98,33.72,1660.97
3823,0.81,33.0,8.0,34602.0,17.29,36.92,1556.79
3824,0.58,18.0,9.0,1090.0,7.03,11.0,322.8
3825,0.72,33.0,20.0,1180.0,6.17,18.99,605.18
3826,0.25,34.0,18.0,9354.0,21.89,78.08,957.66
3827,0.45,21.0,15.0,221082.0,1805.44,86.01,4710.98
3828,0.21,24.0,7.0,257075.0,424.18,46.45,2245.37
3829,0.52,26.0,8.0,221082.0,5268.58,26.86,53562.06
3830,0.59,3.0,3.0,60.0,4.51,23.77,216.49
3831,0.52,12.0,8.0,114.0,6.2,15.71,228.75
3832,0.58,9.0,4.0,625.0,6.64,15.25,312.22
3833,0.24,20.0,4.0,258.0,3.62,14.81,158.73
3834,0.06,21.0,10.0,279574.0,771.63,61.73,2472.37
3835,0.68,19.0,8.0,8915.0,29.61,50.92,964.71
3836,0.84,17.0,6.0,3486.0,12.74,20.97,541.42
3837,0.16,16.0,7.0,59081.0,97.47,64.08,894.77
3838,0.46,27.0,8.0,479.0,4.19,24.1,351.73
3839,0.21,5.0,5.0,273.0,3.17,12.39,128.49
3840,0.88,8.0,8.0,6920.0,65.44,61.11,3229.04
3841,0.22,21.0,11.0,3492.0,6.73,14.78,171.72
3842,0.66,24.0,11.0,426.0,5.79,10.09,228.05
3843,0.74,10.0,5.0,150.0,6.75,12.91,298.46
3844,0.45,25.0,16.0,31305.0,89.74,86.34,1385.45
3845,0.77,30.0,13.0,30361.0,99.92,42.49,10639.71
3846,0.2,9.0,4.0,9739.0,18.23,79.83,460.99
3847,0.73,12.0,6.0,23126.0,163.64,32.31,681.35
3848,0.81,21.0,6.0,8356.0,8.56,92.31,2704.34
3849,0.52,12.0,6.0,251.0,5.29,23.71,226.8
3850,0.29,10.0,4.0,8872.0,7.67,67.63,574.2
3851,0.21,15.0,8.0,45965.0,188.55,99.1,863.94
3852,0.59,23.0,11.0,476719.0,2694.37,40.36,6006.01
3853,0.29,13.0,8.0,164.0,4.52,24.03,182.49
3854,0.27,4.0,4.0,171.0,3.22,11.43,119.24
3855,0.45,21.0,7.0,5982.5,30.06,22.88,791.91
3856,0.45,20.0,11.0,244.0,5.98,18.57,150.26
3857,0.23,15.0,6.0,36904.0,132.02,57.31,659.19
3858,0.63,33.0,8.0,84689.0,311.59,92.11,3297.0
3859,0.38,5.0,5.0,41.0,5.08,21.46,178.47
3860,0.29,11.0,7.0,59056.0,124.57,87.48,743.13
3861,0.45,20.0,8.0,10532.0,7.39,84.79,399.19
3862,0.94,20.0,14.0,2254.0,5.75,24.15,1454.15
3863,0.69,11.0,7.0,2027.0,3.72,17.39,376.92
3864,0.46,7.0,5.0,483.0,4.42,11.21,162.13
3865,0.45,3.0,3.0,242.0,3.82,23.65,242.58
3866,0.4,30.0,14.0,38846.0,42.12,80.53,1410.05
3867,0.12,33.0,12.0,676.0,3.48,18.76,163.21
3868,0.92,35.0,7.0,276869.0,1749.03,37.63,3659.9
3869,0.38,32.0,10.0,2493.0,5.56,12.45,245.71
3870,0.45,32.0,8.0,8066.0,294.4,37.46,643.52
3871,0.8,33.0,17.0,1142570.0,1751.41,86.49,13630.9
3872,0.45,20.0,8.0,429.0,5.79,20.36,307.42
3873,0.62,20.0,10.0,7129.0,33.86,29.49,932.17
3874,0.45,26.0,6.0,129309.0,812.21,62.72,24375.49
3875,0.45,30.0,8.0,3232.0,3.08,17.72,238.08
3876,0.71,20.0,8.0,312444.0,2546.03,80.89,11187.32
3877,0.45,29.0,21.0,4618056.0,18975.45,30.52,177892.15
3878,0.17,13.0,7.0,33635.0,140.32,48.12,495.0
3879,0.45,12.0,8.0,515.0,6.86,20.22,191.72
3880,0.81,13.0,7.0,66230.0,365.42,86.13,3451.66
3881,0.55,18.0,6.0,128.0,3.72,16.37,232.38
3882,0.07,42.0,14.0,56495.0,86.23,47.06,363.93
3883,0.08,4.0,8.0,39.0,5.47,21.85,139.12
3884,0.32,29.0,14.0,19595.0,41.85,41.92,560.83
3885,0.45,5.0,5.0,1392.0,3.81,21.83,208.61
3886,0.98,13.0,7.0,415.0,6.74,14.19,717.36
3887,0.45,25.0,11.0,189314.0,334.69,60.63,1302.44
3888,0.33,11.0,8.0,139.0,6.73,11.51,130.73
3889,0.72,57.0,19.0,9502360.0,33271.54,87.68,167256.28
3890,0.63,12.0,8.0,3237.0,14.46,11.44,421.38
3891,0.13,33.0,19.0,808.0,3.78,24.5,188.41
3892,0.31,4.0,3.0,590.0,6.59,16.33,254.29
3893,0.1,38.0,12.0,1769081.0,467.75,80.17,4689.51
3894,0.82,16.0,8.0,5982.5,9.51,16.02,1582.25
3895,0.53,5.0,3.0,875.0,5.48,12.91,221.16
3896,0.19,25.0,12.0,503.0,3.48,23.6,185.04
3897,0.74,23.0,6.0,6575.0,42.11,67.54,1608.54
3898,0.09,25.0,15.0,912267.0,420.36,29.38,886.47
3899,0.49,38.0,8.0,3232.0,9.47,41.23,1058.86
3900,0.16,4.0,3.0,437.0,5.38,22.96,239.57
3901,0.35,20.0,8.0,277.0,5.51,14.83,171.5
3902,0.19,20.0,6.0,478.0,4.2,15.0,146.27
3903,0.58,43.0,9.0,525172.0,1665.64,86.7,4448.6
3904,0.39,37.0,13.0,36871.0,238.59,70.17,1237.35
3905,0.51,44.0,15.0,28896.0,113.83,38.39,1257.46
3906,0.16,35.0,14.0,25481.0,83.03,93.53,764.64
3907,0.54,26.0,7.0,240565.0,140.4,88.5,2123.03
3908,0.9,16.0,6.0,2176.0,4.29,20.0,506.45
3909,0.18,17.0,11.0,251.0,5.2,23.43,151.46
3910,0.45,27.0,16.0,17205.0,17.58,40.8,319.95
3911,0.54,13.0,6.0,8066.0,6.23,12.18,265.04
3912,0.45,3.0,3.0,216.0,6.77,11.76,371.3
3913,0.82,3.0,3.0,314.0,3.55,24.2,289.52
3914,0.73,19.0,6.0,154.0,6.16,11.01,355.09
3915,0.52,3.0,2.0,25.0,6.36,21.08,242.38
3916,0.49,23.0,7.0,617.0,4.26,23.06,317.73
3917,0.02,6.0,5.0,508.0,5.85,20.62,162.29
3918,0.36,4.0,3.0,387.0,6.25,18.06,214.89
3919,0.64,59.0,21.0,1934.0,6.45,19.11,650.2
3920,0.34,21.0,8.0,588.0,5.73,19.15,210.87
3921,0.73,5.0,4.0,2625.0,26.18,16.33,431.66
3922,0.52,16.0,8.0,783.0,3.78,20.58,275.25
3923,0.99,48.0,21.0,27317777.0,38586.85,34.45,499032.4
3924,0.69,15.0,6.0,2533.0,10.08,16.87,344.04
3925,0.45,17.0,10.0,2469.0,4.12,18.28,184.31
3926,0.64,19.0,6.0,3652.0,6.83,13.29,384.62
3927,0.52,20.0,8.0,3232.0,168.22,50.17,1031.69
3928,0.25,14.0,8.0,56028.0,234.5,47.78,772.72
3929,0.53,20.0,6.0,2898.0,3.92,19.48,229.03
3930,0.84,28.0,14.0,1715179.0,2044.76,65.28,39446.29
3931,0.45,18.0,13.0,251.0,3.57,21.28,225.16
3932,0.37,29.0,10.0,18390.0,58.97,31.69,727.56
3933,0.45,4.0,4.0,35.0,5.99,17.83,239.05
3934,0.54,20.0,8.0,139361.0,100.73,27.84,1220.8
3935,0.26,16.0,6.0,285.0,3.6,17.56,197.17
3936,0.45,24.0,6.0,209.0,5.11,15.74,479.05
3937,0.36,20.0,16.0,1605514.0,7259.52,52.11,39655.0
3938,0.86,14.0,8.0,546.0,6.12,17.33,606.11
3939,0.74,34.0,15.0,50234.0,307.44,59.8,2899.44
3940,0.31,20.0,8.0,181.0,4.93,19.23,182.74
3941,0.58,8.0,5.0,153.0,4.92,15.85,207.53
3942,0.12,26.0,13.0,13110.0,54.91,99.8,815.88
3943,0.63,13.0,6.0,37126.0,51.25,67.78,1699.21
3944,0.47,19.0,7.0,4222.0,5.64,13.4,348.47
3945,0.57,35.0,12.0,7955.0,29.49,56.22,1648.05
3946,0.23,20.0,10.0,11911.0,7.12,92.25,628.46
3947,0.52,13.0,7.0,87279.0,330.95,51.37,1494.52
3948,0.33,31.0,6.0,2696.0,6.06,21.77,364.72
3949,0.73,18.0,10.0,5982.5,23.61,26.55,500.49
3950,0.39,27.0,14.0,507.0,3.8,21.36,308.14
3951,0.74,8.0,5.0,1038.0,7.82,21.47,560.08
3952,0.17,28.0,14.0,115395.0,4894.62,94.49,12038.35
3953,0.67,42.0,8.0,26154.0,44.97,93.86,2161.82
3954,0.38,5.0,3.0,21.0,4.38,17.55,174.18
3955,0.5,48.0,18.0,1353.0,9.85,23.89,769.76
3956,0.73,37.0,21.0,115395.0,3995.91,72.61,34793.27
3957,0.46,12.0,7.0,880.0,4.95,17.35,255.48
3958,0.68,9.0,5.0,257.0,3.27,15.84,227.89
3959,0.38,12.0,6.0,1921.0,4.54,24.3,274.61
3960,0.23,22.0,7.0,6720.0,5.67,88.98,596.13
3961,0.35,21.0,12.0,200288.0,453.81,98.8,2434.1
3962,0.11,16.0,8.0,286.0,3.0,11.92,119.3
3963,0.45,36.0,20.0,1243.0,3.74,18.2,323.69
3964,0.14,8.0,4.0,112.0,6.95,24.74,175.92
3965,0.22,27.0,13.0,24822.0,90.71,82.5,1000.15
3966,0.13,12.0,8.0,2296.0,8.03,19.64,254.63
3967,0.78,13.0,6.0,112.0,6.05,11.53,458.07
3968,0.26,18.0,7.0,227.0,6.16,16.78,199.6
3969,0.3,5.0,5.0,100.0,5.95,18.31,198.52
3970,0.81,10.0,5.0,1410.0,6.46,12.25,650.06
3971,0.56,5.0,3.0,35.0,4.15,17.56,193.14
3972,0.58,16.0,6.0,660.0,5.5,14.15,273.5
3973,0.1,28.0,9.0,418.0,6.24,17.11,132.92
3974,0.05,24.0,8.0,824.0,5.16,18.83,143.13
3975,0.81,28.0,19.0,266.0,3.04,23.4,749.6
3976,0.03,20.0,8.0,7572.0,11.88,85.5,425.04
3977,0.45,25.0,13.0,9314.0,22.2,73.47,650.31
3978,0.81,24.0,10.0,746952.0,2099.37,82.08,8948.54
3979,0.39,15.0,7.0,935.0,3.92,24.38,279.02
3980,0.49,13.0,7.0,926.0,5.65,24.5,380.95
3981,0.95,13.0,7.0,32136.0,51.32,69.07,2718.17
3982,0.06,33.0,11.0,796617.0,1159.26,73.48,3950.65
3983,0.11,36.0,6.0,108.0,6.12,14.49,119.03
3984,0.4,10.0,4.0,216.0,5.65,11.5,148.89
3985,0.14,34.0,16.0,2470.0,5.17,10.14,187.23
3986,0.45,3.0,3.0,43.0,6.21,19.15,199.32
3987,0.69,17.0,6.0,961.0,4.91,13.01,311.32
3988,0.37,17.0,8.0,65266.0,140.77,47.78,614.97
3989,0.43,35.0,8.0,221082.0,41709.75,45.99,723273.01
3990,0.64,21.0,7.0,952.0,6.22,18.46,448.72
3991,0.18,8.0,4.0,410.0,5.17,10.94,153.33
3992,0.45,20.0,15.0,221082.0,5504.54,88.76,33344.73
3993,0.59,12.0,8.0,72044.0,216.85,58.25,1738.1
3994,0.35,21.0,12.0,1600.0,4.36,24.09,332.39
3995,0.45,28.0,8.0,179951.0,200.41,77.74,1334.26
3996,0.43,19.0,8.0,97646.0,200.07,66.55,1151.84
3997,0.09,20.0,19.0,5291038.0,18791.71,88.87,14784.55
3998,0.45,37.0,10.0,28654.0,203.0,44.12,3480.56
3999,0.18,20.0,4.0,81.0,6.09,20.18,172.23
4000,0.77,4.0,4.0,34.0,6.92,10.52,275.96
4001,0.45,19.0,8.0,339901.0,225.22,52.14,1477.05
4002,0.26,36.0,14.0,88771.0,123.98,86.28,1204.27
4003,0.58,22.0,8.0,345.0,5.21,23.43,413.61
4004,0.93,28.0,8.0,8323.0,97.9,62.67,26566.78
4005,0.04,18.0,8.0,47782.0,154.26,37.48,417.41
4006,0.64,7.0,5.0,120.0,3.53,20.75,269.74
4007,0.32,11.0,6.0,16234.0,13.68,28.37,365.5
4008,0.65,15.0,8.0,1310.0,6.22,20.44,500.24
4009,0.35,25.0,8.0,13489.0,45.31,86.34,817.88
4010,0.45,5.0,4.0,3232.0,5.55,14.06,193.87
4011,0.45,7.0,8.0,76.0,5.6,12.86,145.29
4012,0.65,6.0,5.0,3232.0,13.81,11.69,241.17
4013,0.16,8.0,5.0,8066.0,4.64,22.96,190.65
4014,0.12,36.0,11.0,644.0,4.65,20.02,159.68
4015,0.51,33.0,17.0,5982.5,114.49,27.48,684.19
4016,0.89,18.0,8.0,6537.0,10.74,61.43,1724.53
4017,0.79,24.0,19.0,890596.0,4723.58,57.37,37869.02
4018,0.35,34.0,17.0,5982.5,67.38,94.16,1194.88
4019,0.59,10.0,4.0,221082.0,33.3,60.32,1040.19
4020,0.11,12.0,8.0,5011.0,9.88,53.71,361.99
4021,0.68,10.0,4.0,3734.0,5.09,13.92,333.43
4022,0.52,17.0,9.0,114716.0,292.86,32.27,1396.08
