,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost,scheduled_year,scheduled_month,scheduled_day,scheduled_dateofmonth,delivery_year,delivery_month,delivery_day,delivery_dateofmonth,delta,state
2588,0.45,20.0,5.0,5594.0,Marble,15.66,41.28,No,Yes,No,Roadways,No,Wealthy,Yes,639.06,2018,10,0,29,2018,10,0,29,0 ,NH
2589,0.09,19.0,9.0,185627.0,Marble,196.13,63.24,Yes,Yes,No,Airways,No,Working Class,No,935.92,2017,8,5,5,2017,8,5,5,0 ,PA
2590,0.24,16.0,7.0,221082.0,Stone,541.45,57.75,No,Yes,No,Roadways,No,Working Class,No,2075.03,2017,3,1,7,2017,3,1,7,0 ,MN
2591,0.24,4.0,3.0,382.0,Marble,6.46,18.52,Yes,No,No,Waterways,No,Working Class,No,209.54,2018,11,1,13,2018,11,1,13,0 ,IA
2592,0.66,10.0,5.0,473.0,Clay,5.19,15.75,No,Yes,No,Airways,Yes,Wealthy,No,327.65,2016,9,5,10,2016,9,3,8,-2 ,ID
2593,0.34,9.0,4.0,277.0,Clay,3.94,18.05,No,No,Yes,Airways,Yes,Working Class,No,177.47,2017,2,5,4,2017,2,5,4,0 ,MS
2594,0.27,14.0,8.0,50483.0,Marble,111.95,80.12,Yes,No,Yes,Waterways,No,Working Class,Yes,765.4,2018,6,4,8,2018,6,4,8,0 ,DE
2595,0.18,31.0,11.0,22502.0,Brass,15.29,74.66,Yes,No,Yes,Airways,No,Working Class,No,604.3,2015,1,2,7,2015,1,5,10,3 ,TX
2596,0.23,30.0,16.0,49321.0,Brass,158.73,36.43,Yes,No,Yes,Roadways,No,Wealthy,Yes,624.38,2018,7,5,28,2018,7,1,31,3 ,
2597,0.51,25.0,21.0,1739435.0,Marble,13694.68,52.72,No,No,No,Roadways,No,Wealthy,No,19592.08,2016,11,5,26,2016,11,4,25,-1 ,GA
2598,0.45,8.0,4.0,3232.0,Material_NA,5.53,18.12,No,No,No,Roadways,No,Working Class,Yes,200.55,2016,4,5,30,2016,4,3,28,-2 ,HI
2599,0.37,19.0,8.0,108740.0,Marble,202.15,82.41,No,Yes,No,Roadways,No,Wealthy,No,1308.04,2016,4,5,23,2016,4,0,25,2 ,MI
2600,0.84,51.0,15.0,664.0,Aluminium,13.09,13.82,No,Yes,Yes,Airways,No,Working Class,No,1090.32,2015,5,6,3,2015,5,5,2,-1 ,MN
2601,0.19,18.0,14.0,3518.0,Clay,11.68,20.76,No,Yes,Yes,Airways,Yes,Working Class,No,293.88,2017,11,2,1,2017,10,0,30,-2 ,LA
2602,0.94,17.0,8.0,7833.0,Brass,38.41,43.84,Yes,Yes,No,Airways,No,Working Class,No,1845.56,2017,6,1,13,2017,6,4,9,-4 ,FL
2603,0.19,15.0,7.0,1230.0,Bronze,6.19,12.09,No,Yes,No,Roadways,No,Working Class,No,155.59,2017,5,5,20,2017,5,5,20,0 ,NY
2604,0.42,14.0,8.0,86151.0,Stone,184.01,98.05,No,Yes,No,Roadways,No,Wealthy,No,1694.67,2018,7,1,17,2018,7,4,13,-4 ,CO
2605,0.16,15.0,8.0,90.0,Wood,3.81,24.75,No,No,No,Roadways,No,Working Class,Yes,165.42,2018,2,6,25,2018,2,5,24,-1 ,WI
2606,0.3,46.0,12.0,6184.0,Clay,29.9,25.69,Yes,Yes,No,Airways,Yes,Wealthy,No,456.44,2018,7,5,14,2018,7,0,16,2 ,
2607,0.86,19.0,6.0,1262.0,Clay,6.14,14.94,No,No,Yes,Roadways,Yes,Working Class,No,658.62,2017,7,5,15,2017,7,5,15,0 ,FL
2608,0.71,25.0,15.0,2342.0,Aluminium,5.76,10.71,No,Yes,No,Airways,No,Working Class,No,478.56,2018,9,0,10,2018,9,3,6,-4 ,VT
2609,0.09,7.0,8.0,623.0,Bronze,5.44,14.6,No,No,No,Roadways,No,Wealthy,No,132.01,2018,8,4,3,2018,8,1,7,4 ,MS
2610,0.56,18.0,6.0,123572.0,Stone,572.82,73.95,No,Yes,Yes,Airways,No,Working Class,No,5657.25,2016,12,0,26,2016,12,0,26,0 ,AZ
2611,0.53,24.0,14.0,1400823.0,Material_NA,5650.93,75.89,No,No,No,Roadways,No,Working Class,Yes,38371.83,2018,2,0,5,2018,2,3,1,-4 ,
2612,0.13,29.0,10.0,644.0,Wood,5.36,17.83,Yes,No,No,Airways,No,Working Class,No,157.19,2015,9,2,9,2015,9,6,6,-3 ,
2613,0.87,11.0,8.0,408.0,Clay,6.58,10.73,No,No,No,Roadways,Yes,Wealthy,Yes,491.34,2016,4,2,6,2016,4,2,6,0 ,CT
2614,0.51,47.0,19.0,172218.0,Brass,668.9,97.06,Yes,No,No,Roadways,No,Working Class,No,5835.78,2015,5,1,12,2015,5,4,15,3 ,DE
2615,0.07,14.0,8.0,4760.0,Brass,9.48,20.86,No,Yes,Yes,Roadways,No,Wealthy,No,231.05,2015,11,4,27,2015,11,6,29,2 ,WA
2616,0.45,3.0,2.0,79.0,Material_NA,3.63,17.19,Yes,No,Yes,Waterways,No,Working Class,No,203.91,2015,12,6,27,2015,12,1,29,2 ,TX
2617,0.05,25.0,9.0,1852.0,Clay,5.69,14.83,Yes,Yes,Yes,Roadways,Yes,Working Class,No,196.65,2017,6,4,30,2017,6,4,30,0 ,AR
2618,0.75,22.0,9.0,435.0,Wood,5.5,24.12,No,No,Yes,Roadways,No,Working Class,Yes,573.75,2016,6,3,2,2016,6,5,4,2 ,AR
2619,0.22,13.0,8.0,1052.0,Bronze,5.16,16.45,Yes,No,No,Waterways,No,Working Class,No,166.58,2015,10,4,30,2015,10,4,30,0 ,GA
2620,0.14,4.0,4.0,109.0,Material_NA,6.23,23.51,Yes,No,No,Roadways,No,Working Class,No,190.43,2018,7,5,14,2018,7,3,12,-2 ,NJ
2621,0.05,8.0,8.0,115395.0,Marble,4.34,18.3,Yes,Yes,No,Airways,No,Wealthy,No,240.53,2016,11,5,5,2016,11,4,4,-1 ,MA
2622,0.45,6.0,4.0,520.0,Brass,5.96,21.17,Yes,No,No,Waterways,No,Wealthy,No,255.53,2016,5,1,31,2016,5,0,30,-1 ,
2623,0.6,14.0,8.0,2097.0,Bronze,13.75,18.16,Yes,No,No,Waterways,No,Working Class,No,267.02,2018,5,1,8,2018,5,3,10,2 ,ID
2624,0.89,15.0,7.0,33146.0,Marble,315.54,48.05,No,No,Yes,Roadways,No,Working Class,No,2849.01,2015,1,2,7,2015,1,5,10,3 ,ME
2625,0.83,44.0,14.0,2916.0,Material_NA,5.05,15.37,Yes,No,Yes,Waterways,Yes,Working Class,No,898.11,2017,8,5,19,2017,8,1,22,3 ,ID
2626,0.76,19.0,8.0,1374.0,Clay,6.73,15.08,Yes,Yes,Yes,Roadways,Yes,Wealthy,No,847.19,2015,3,2,18,2015,3,0,16,-2 ,
2627,0.36,11.0,7.0,35050.0,Stone,116.58,50.03,No,No,No,Roadways,No,Working Class,No,635.85,2018,2,0,19,2018,2,6,18,-1 ,AR
2628,0.42,46.0,27.0,7383.0,Aluminium,9.43,53.98,No,Yes,Yes,Airways,No,Wealthy,No,1010.0,2015,5,3,21,2015,5,6,24,3 ,GA
2629,0.37,39.0,8.0,2282724.0,Stone,5255.47,34.95,Yes,Yes,No,Airways,No,Working Class,No,65810.0,2017,2,2,15,2017,2,4,17,2 ,MO
2630,0.47,22.0,9.0,4578.0,Bronze,12.61,16.64,No,No,Yes,Roadways,No,Working Class,No,298.63,2015,5,1,19,2015,5,0,18,-1 ,ND
2631,0.2,12.0,6.0,1864.0,Brass,5.33,11.23,No,No,No,Roadways,No,Working Class,No,151.24,2017,9,1,12,2017,9,6,10,-2 ,AK
2632,0.71,12.0,8.0,3893.0,Brass,12.63,23.35,No,No,Yes,Roadways,No,Working Class,Yes,476.79,2017,10,2,18,2017,10,1,17,-1 ,IL
2633,0.45,27.0,13.0,877.0,Wood,7.0,10.42,Yes,No,Yes,Waterways,No,Working Class,No,225.9,2016,12,3,8,2016,12,0,5,-3 ,AK
2634,0.45,8.0,5.0,683.0,Brass,4.38,20.03,No,Yes,No,Airways,No,Working Class,No,296.23,2018,3,3,22,2018,3,6,18,-4 ,IA
2635,0.45,23.0,11.0,2560.0,Clay,6.68,10.39,No,No,Yes,Roadways,Yes,Working Class,Yes,344.4,2017,1,1,3,2017,1,0,2,-1 ,KY
2636,0.13,23.0,6.0,311.0,Wood,3.58,19.65,No,No,No,Roadways,No,Wealthy,No,152.44,2018,9,4,7,2018,9,1,4,-3 ,DE
2637,0.19,33.0,19.0,1370.0,Wood,4.19,22.31,No,No,No,Airways,No,Working Class,No,172.67,2019,8,0,5,2019,8,0,5,0 ,AZ
2638,0.23,19.0,8.0,251.0,Wood,6.01,11.77,Yes,No,No,Roadways,No,Wealthy,No,149.57,2015,4,5,4,2015,4,2,1,-3 ,NH
2639,0.23,11.0,8.0,24170.0,Stone,98.3,75.36,Yes,No,Yes,Airways,No,Working Class,No,1012.23,2018,3,1,13,2018,3,1,13,0 ,NM
2640,0.62,7.0,4.0,99.0,Clay,5.11,10.75,No,No,Yes,Roadways,Yes,Working Class,No,219.08,2019,3,0,25,2019,3,3,21,-4 ,KS
2641,0.8,20.0,8.0,3232.0,Material_NA,13.97,17.1,Yes,No,No,Airways,No,Working Class,No,442.2,2018,5,0,7,2018,5,6,6,-1 ,AZ
2642,0.45,29.0,15.0,2492.0,Aluminium,6.34,13.86,No,Yes,Yes,Airways,No,Wealthy,No,203.03,2017,3,5,11,2017,3,5,11,0 ,CA
2643,0.4,5.0,4.0,25.0,Wood,3.41,22.12,No,Yes,No,Airways,No,Wealthy,No,178.7,2015,6,6,14,2015,6,6,14,0 ,AL
2644,0.73,27.0,12.0,390819.0,Marble,858.28,76.06,No,No,Yes,Roadways,No,Working Class,No,47440.33,2018,7,5,14,2018,7,3,12,-2 ,MT
2645,0.45,7.0,5.0,90.0,Aluminium,3.97,19.59,No,No,No,Roadways,No,Working Class,No,139.87,2019,8,3,8,2019,8,6,4,-4 ,DE
2646,0.17,17.0,8.0,656.0,Clay,6.51,14.34,Yes,No,Yes,Roadways,Yes,Wealthy,Yes,183.69,2017,12,1,5,2017,12,3,7,2 ,HI
2647,0.69,28.0,8.0,9488.0,Bronze,47.87,57.88,No,No,No,Airways,No,Working Class,No,1239.52,2019,6,6,2,2019,6,1,4,2 ,
2648,0.45,20.0,20.0,1054.0,Wood,6.51,10.68,No,No,Yes,Waterways,No,Working Class,No,413.22,2016,4,3,21,2016,4,1,19,-2 ,CO
2649,0.45,14.0,6.0,2462.0,Bronze,10.88,21.47,No,No,Yes,Roadways,No,Working Class,No,225.88,2019,7,1,16,2019,7,4,19,3 ,LA
2650,0.09,40.0,12.0,2806.0,Aluminium,5.61,21.92,Yes,No,No,Waterways,No,Working Class,No,163.97,2015,3,2,25,2015,3,0,23,-2 ,NM
2651,0.02,42.0,11.0,742.0,Wood,4.43,22.89,No,Yes,No,Airways,No,Working Class,Yes,161.89,2019,7,4,5,2019,7,0,1,-4 ,OH
2652,0.82,14.0,8.0,140.0,Material_NA,4.87,10.7,No,No,No,Roadways,No,Wealthy,No,297.15,2017,4,6,16,2017,4,3,13,-3 ,CT
2653,0.55,3.0,3.0,157.0,Stone,6.58,19.46,No,No,No,Roadways,No,Working Class,No,252.1,2015,12,0,14,2015,12,3,17,3 ,GA
2654,0.88,24.0,8.0,5982.5,Bronze,39.5,21.83,No,No,No,Roadways,No,Working Class,No,815.51,2018,10,6,14,2018,10,5,13,-1 ,FL
2655,0.45,13.0,8.0,2298.0,Bronze,5.55,13.22,Yes,No,Yes,Waterways,No,Working Class,No,453.02,2018,5,3,24,2018,5,5,26,2 ,MT
2656,0.95,39.0,14.0,3614.0,Aluminium,7.38,14.89,Yes,No,Yes,Waterways,No,Working Class,No,1544.2,2019,6,1,18,2019,6,5,22,4 ,VT
2657,0.45,20.0,13.0,221082.0,Stone,3488.18,29.59,Yes,Yes,Yes,Roadways,No,Wealthy,No,89167.02,2018,7,4,6,2018,7,4,6,0 ,GA
2658,0.42,32.0,8.0,13314.0,Brass,34.48,31.64,No,Yes,No,Airways,No,Wealthy,No,684.96,2016,8,4,12,2016,8,1,9,-3 ,MT
2659,0.96,20.0,10.0,12528.0,Bronze,45.56,79.51,Yes,No,Yes,Waterways,No,Working Class,No,3978.83,2017,8,3,24,2017,8,0,21,-3 ,WI
2660,0.42,52.0,26.0,281213.0,Brass,1506.76,89.65,Yes,No,No,Airways,No,Working Class,No,5129.83,2019,3,1,12,2019,3,1,12,0 ,
2661,0.36,12.0,8.0,2883.0,Bronze,4.13,20.64,No,No,No,Roadways,No,Working Class,No,220.98,2016,2,0,1,2016,1,6,31,-1 ,DC
2662,0.02,27.0,13.0,483.0,Wood,5.47,24.98,No,No,No,Roadways,No,Working Class,No,125.18,2015,9,4,25,2015,9,0,28,3 ,OR
2663,0.37,44.0,10.0,66080.0,Brass,96.93,52.84,Yes,Yes,Yes,Airways,No,Working Class,No,2686.24,2016,8,1,23,2016,8,2,24,1 ,ID
2664,0.94,32.0,14.0,352.0,Wood,5.68,11.48,No,No,Yes,Waterways,No,Working Class,No,740.84,2016,4,2,6,2016,4,2,6,0 ,AZ
2665,0.95,21.0,6.0,4008.0,Bronze,5.91,17.23,Yes,No,No,Waterways,No,Working Class,No,657.27,2016,12,0,5,2016,12,0,5,0 ,VA
2666,0.42,5.0,3.0,1147.0,Stone,6.34,11.08,Yes,No,No,Waterways,No,Working Class,Yes,217.91,2018,5,0,28,2018,5,3,31,3 ,WI
2667,0.99,21.0,9.0,8946.0,Brass,49.25,86.22,No,No,No,Waterways,No,Working Class,No,2936.01,2017,6,4,30,2017,7,1,4,4 ,ID
2668,0.08,17.0,11.0,175973.0,Marble,325.62,70.28,No,Yes,Yes,Airways,No,Working Class,No,1095.95,2016,6,5,25,2016,6,1,28,3 ,TN
2669,0.36,22.0,13.0,562649.0,Marble,2169.53,66.5,No,No,No,Roadways,No,Working Class,Yes,4602.98,2017,9,0,11,2017,9,2,13,2 ,AR
2670,0.45,28.0,13.0,5982.5,Bronze,20.34,43.91,Yes,Yes,No,Roadways,No,Wealthy,No,376.23,2015,6,0,8,2015,6,1,9,1 ,MT
2671,0.66,8.0,5.0,50.0,Material_NA,6.77,21.95,No,Yes,No,Roadways,No,Working Class,Yes,334.22,2018,8,4,10,2018,8,4,10,0 ,WY
2672,0.45,16.0,7.0,59427.0,Marble,303.41,85.06,No,No,Yes,Roadways,No,Working Class,No,2847.05,2018,5,1,8,2018,5,1,8,0 ,DC
2673,0.16,10.0,4.0,185.0,Aluminium,3.24,18.13,No,No,No,Waterways,No,Wealthy,No,145.72,2018,9,0,10,2018,9,6,9,-1 ,AR
2674,0.99,8.0,4.0,88.0,Aluminium,3.63,17.56,No,Yes,Yes,Airways,No,Wealthy,No,376.88,2016,9,0,19,2016,9,0,19,0 ,MD
2675,0.6,21.0,12.0,281820.0,Marble,1127.29,30.32,No,No,No,Roadways,No,Working Class,No,2680.43,2015,6,4,5,2015,6,1,2,-3 ,AZ
2676,0.81,29.0,17.0,1209.0,Wood,6.8,13.31,No,No,No,Roadways,No,Working Class,Yes,652.51,2015,11,5,28,2015,11,2,25,-3 ,
2677,0.13,19.0,6.0,65711.0,Marble,73.28,61.14,No,Yes,No,Airways,No,Working Class,No,574.82,2019,6,1,25,2019,6,4,28,3 ,AZ
2678,0.17,21.0,12.0,18618.0,Material_NA,6.22,83.74,No,No,No,Roadways,No,Working Class,No,522.05,2015,5,0,18,2015,5,6,17,-1 ,AR
2679,0.01,9.0,4.0,41.0,Material_NA,4.19,16.75,No,No,No,Roadways,No,Working Class,No,105.16,2015,1,5,10,2015,1,5,10,0 ,VA
2680,0.34,20.0,10.0,436.0,Wood,6.15,11.03,No,Yes,Yes,Roadways,No,Wealthy,No,206.23,2019,5,4,17,2019,5,3,16,-1 ,
2681,0.3,38.0,18.0,342.0,Wood,5.11,11.03,No,No,Yes,Roadways,No,Working Class,No,151.39,2016,11,2,9,2016,11,6,13,4 ,ND
2682,0.74,6.0,4.0,767.0,Marble,4.22,15.02,No,No,Yes,Roadways,No,Working Class,No,283.46,2018,9,2,19,2018,9,2,19,0 ,CT
2683,0.17,46.0,20.0,9448.0,Clay,16.07,58.97,No,No,No,Roadways,Yes,Wealthy,Yes,475.33,2017,6,4,16,2017,6,5,17,1 ,NV
2684,0.07,38.0,16.0,2272743.0,Marble,3316.0,97.84,No,No,Yes,Roadways,Yes,Working Class,Yes,8874.89,2018,9,1,11,2018,9,4,7,-4 ,UT
2685,0.01,7.0,5.0,452.0,Bronze,3.86,21.71,Yes,No,No,Waterways,No,Wealthy,Yes,164.36,2015,7,2,1,2015,7,5,4,3 ,IN
2686,0.12,17.0,11.0,278914.0,Stone,273.44,35.42,Yes,No,Yes,Roadways,No,Working Class,No,1158.62,2016,9,4,2,2016,8,0,29,-4 ,WI
2687,0.09,5.0,5.0,1960.0,Marble,3.04,20.47,No,Yes,No,Roadways,No,Working Class,No,196.32,2017,6,0,5,2017,6,0,5,0 ,MS
2688,0.45,17.0,6.0,553.0,Aluminium,4.5,11.71,No,No,No,Roadways,No,Working Class,No,282.01,2019,3,1,19,2019,3,4,22,3 ,AK
2689,0.72,13.0,7.0,4192.0,Brass,10.37,14.85,No,No,Yes,Waterways,No,Working Class,No,292.58,2015,6,3,11,2015,6,0,15,4 ,
2690,0.99,10.0,8.0,11267.0,Stone,40.86,36.96,No,Yes,Yes,Roadways,No,Wealthy,No,1645.73,2017,8,2,16,2017,8,6,20,4 ,IN
2691,0.45,25.0,14.0,335.0,Wood,5.27,10.47,No,No,Yes,Roadways,No,Working Class,No,371.38,2015,5,0,18,2015,5,1,19,1 ,MO
2692,0.46,15.0,7.0,223.0,Wood,6.63,11.24,Yes,No,Yes,Waterways,No,Working Class,Yes,190.53,2018,12,6,2,2018,12,3,6,4 ,WY
2693,0.28,20.0,12.0,155174.0,Marble,513.98,39.56,No,Yes,No,Airways,No,Wealthy,No,2971.46,2019,3,6,3,2019,2,2,27,-4 ,NH
2694,0.45,11.0,8.0,39491.0,Material_NA,190.38,45.83,Yes,No,No,Airways,No,Working Class,No,720.74,2017,2,0,27,2017,2,1,28,1 ,SC
2695,0.53,23.0,8.0,221082.0,Stone,1284.89,59.96,No,No,No,Airways,No,Working Class,No,3982.1,2016,1,1,12,2016,1,1,12,0 ,MN
2696,0.56,10.0,8.0,583.0,Bronze,4.72,23.79,No,No,No,Roadways,No,Working Class,No,266.23,2017,1,3,19,2017,1,2,18,-1 ,TN
2697,0.34,36.0,26.0,8066.0,Brass,505.5,83.01,Yes,Yes,No,Roadways,No,Wealthy,No,5006.29,2017,10,4,20,2017,10,0,16,-4 ,
2698,0.46,10.0,5.0,6379.0,Stone,39.01,98.02,No,No,Yes,Roadways,No,Working Class,No,862.62,2015,11,0,30,2015,11,6,29,-1 ,
2699,0.3,21.0,8.0,221082.0,Stone,1637.85,58.43,No,No,No,Roadways,No,Working Class,No,2894.27,2017,12,2,27,2017,12,0,25,-2 ,MI
2700,0.4,41.0,19.0,1740453.0,Material_NA,3375.01,85.05,No,Yes,Yes,Airways,Yes,Working Class,No,24091.25,2018,9,5,15,2018,9,2,12,-3 ,HI
2701,0.13,3.0,2.0,36.0,Brass,6.87,21.96,No,No,No,Roadways,No,Working Class,No,146.67,2019,1,6,6,2019,1,3,10,4 ,RI
2702,0.7,39.0,8.0,22702.0,Bronze,44.45,77.44,Yes,Yes,No,Airways,No,Working Class,No,2591.52,2016,11,6,6,2016,11,3,3,-3 ,SC
2703,0.03,23.0,13.0,36927.0,Material_NA,132.17,63.39,No,No,Yes,Roadways,No,Working Class,No,593.03,2015,10,2,28,2015,10,5,24,-4 ,NV
2704,0.66,16.0,7.0,61395.0,Stone,107.4,78.03,No,Yes,No,Airways,No,Working Class,No,1698.85,2015,10,1,20,2015,10,4,23,3 ,WY
2705,0.94,23.0,11.0,10751.0,Brass,32.18,38.54,Yes,No,No,Waterways,No,Working Class,Yes,1813.35,2016,7,2,27,2016,7,5,23,-4 ,KS
2706,0.49,26.0,12.0,7944.0,Bronze,20.62,26.88,No,Yes,No,Roadways,No,Wealthy,No,522.95,2015,1,6,18,2015,1,4,16,-2 ,AZ
2707,0.28,19.0,8.0,1109.0,Clay,5.77,12.18,Yes,No,No,Roadways,Yes,Working Class,No,186.57,2016,7,1,19,2016,7,0,18,-1 ,CO
2708,0.58,6.0,4.0,97.0,Clay,4.49,22.15,No,Yes,No,Roadways,Yes,Wealthy,No,252.36,2018,10,2,31,2018,10,2,31,0 ,
2709,0.65,29.0,13.0,4841.0,Material_NA,16.97,10.92,Yes,No,Yes,Waterways,Yes,Working Class,No,378.67,2016,4,1,19,2016,4,2,20,1 ,CA
2710,0.56,10.0,4.0,121.0,Aluminium,5.16,13.65,No,Yes,No,Roadways,No,Wealthy,No,232.55,2016,12,5,10,2016,12,1,6,-4 ,RI
2711,0.45,27.0,17.0,2398705.0,Material_NA,9569.99,73.87,No,No,No,Roadways,No,Working Class,No,153038.56,2017,5,1,16,2017,5,5,20,4 ,TN
2712,0.13,16.0,8.0,233.0,Material_NA,5.05,14.46,No,Yes,No,Airways,No,Wealthy,No,131.06,2017,3,2,8,2017,3,2,8,0 ,IL
2713,0.45,7.0,4.0,5982.5,Bronze,3.05,19.72,No,No,Yes,Waterways,No,Working Class,No,147.68,2015,10,1,13,2015,10,3,15,2 ,NV
2714,0.72,12.0,6.0,667.0,Material_NA,5.33,12.1,No,Yes,No,Roadways,Yes,Working Class,No,304.66,2016,1,4,22,2016,1,4,22,0 ,TX
2715,0.59,13.0,7.0,970.0,Clay,4.3,17.93,No,No,Yes,Roadways,Yes,Working Class,No,285.09,2017,5,1,2,2017,5,1,2,0 ,LA
2716,0.18,4.0,4.0,71.0,Clay,4.35,21.01,No,No,No,Roadways,Yes,Working Class,No,132.69,2017,10,2,4,2017,10,6,8,4 ,NH
2717,0.96,31.0,14.0,1151070.0,Marble,5857.7,51.9,Yes,Yes,Yes,Airways,No,Wealthy,No,324855.44,2017,5,1,16,2017,5,6,14,-2 ,AR
2718,0.42,11.0,8.0,220.0,Wood,4.91,19.21,Yes,Yes,Yes,Roadways,No,Wealthy,No,273.59,2015,6,4,5,2015,6,1,2,-3 ,IA
2719,0.77,57.0,29.0,442352.0,Brass,2038.85,80.73,No,No,Yes,Roadways,No,Working Class,No,16814.31,2018,8,1,21,2018,8,1,21,0 ,OH
2720,0.48,26.0,8.0,483831.0,Material_NA,845.78,76.18,Yes,No,Yes,Waterways,No,Working Class,No,13123.01,2015,12,6,6,2015,12,6,6,0 ,IA
2721,0.33,14.0,8.0,4022.0,Bronze,8.1,16.17,No,No,Yes,Roadways,No,Wealthy,No,312.78,2017,7,1,11,2017,7,4,7,-4 ,ME
2722,0.44,27.0,8.0,295315.0,Marble,1506.87,98.72,No,No,No,Roadways,No,Working Class,Yes,2906.31,2018,6,0,11,2018,6,0,11,0 ,NH
2723,0.57,19.0,7.0,1479.0,Clay,3.03,23.21,Yes,No,No,Roadways,Yes,Working Class,Yes,394.79,2017,7,4,14,2017,7,6,16,2 ,OR
2724,0.21,29.0,12.0,2311.0,Clay,5.64,17.94,Yes,Yes,Yes,Airways,Yes,Wealthy,No,337.95,2015,5,6,17,2015,5,4,15,-2 ,NJ
2725,0.48,26.0,10.0,815778.0,Stone,1060.53,58.91,No,Yes,No,Airways,No,Wealthy,No,10735.89,2015,3,5,7,2015,3,4,6,-1 ,ME
2726,0.45,32.0,12.0,795998.0,Marble,1059.02,64.76,Yes,Yes,No,Airways,No,Wealthy,No,6927.17,2017,8,4,4,2017,8,1,8,4 ,CT
2727,0.52,30.0,12.0,1380484.0,Stone,7430.37,46.11,No,Yes,No,Airways,No,Wealthy,No,153910.8,2018,7,0,30,2018,8,4,3,4 ,TX
2728,0.4,51.0,8.0,768.0,Wood,4.96,13.94,No,No,Yes,Roadways,No,Working Class,Yes,230.67,2018,4,2,25,2018,4,3,26,1 ,OR
2729,0.45,15.0,6.0,493.0,Aluminium,4.07,10.07,Yes,No,No,Waterways,No,Wealthy,No,129.49,2018,9,1,4,2018,8,4,31,-4 ,VA
2730,0.45,17.0,9.0,251.0,Wood,4.49,16.51,Yes,No,No,Roadways,No,Working Class,No,130.89,2017,10,2,25,2017,10,2,25,0 ,MA
2731,0.45,20.0,21.0,25254560.0,Stone,231660.46,91.48,No,Yes,No,Roadways,No,Wealthy,No,3324867.29,2018,9,4,14,2018,9,4,14,0 ,MI
2732,0.5,26.0,7.0,818.0,Aluminium,4.25,13.25,No,No,No,Roadways,No,Wealthy,No,215.83,2017,2,0,13,2017,2,0,13,0 ,KY
2733,0.33,4.0,4.0,570.0,Marble,5.61,12.05,Yes,No,Yes,Waterways,No,Working Class,No,221.92,2019,4,6,21,2019,4,3,18,-3 ,MT
2734,0.12,42.0,12.0,8154.0,Clay,5.95,94.67,No,No,No,Roadways,Yes,Working Class,Yes,525.4,2016,5,1,10,2016,5,3,12,2 ,TN
2735,0.36,7.0,4.0,327.0,Bronze,5.49,22.23,No,Yes,No,Roadways,No,Working Class,No,204.34,2018,12,4,14,2018,12,4,14,0 ,IA
2736,0.5,19.0,6.0,83.0,Wood,5.85,12.13,No,No,No,Roadways,No,Working Class,No,167.72,2018,7,5,14,2018,7,6,15,1 ,MD
2737,0.54,34.0,8.0,1756625.0,Stone,2450.68,41.82,Yes,No,Yes,Waterways,No,Working Class,No,7197.8,2015,6,2,3,2015,6,5,6,3 ,WA
2738,0.73,13.0,8.0,122.0,Wood,4.65,16.39,Yes,No,No,Waterways,No,Working Class,No,291.21,2015,1,5,31,2015,1,5,31,0 ,MS
2739,0.45,20.0,6.0,2003.0,Brass,8.62,11.78,No,No,No,Roadways,No,Working Class,No,173.69,2016,11,2,16,2016,11,1,15,-1 ,HI
2740,0.1,31.0,8.0,25879.0,Brass,13.75,62.56,Yes,Yes,Yes,Roadways,No,Wealthy,No,629.73,2018,2,4,16,2018,2,4,16,0 ,
2741,0.48,10.0,4.0,396.0,Bronze,6.78,14.43,No,Yes,Yes,Airways,No,Wealthy,No,257.52,2019,2,0,4,2019,2,1,5,1 ,UT
2742,0.41,9.0,4.0,369.0,Bronze,5.41,13.01,Yes,No,No,Airways,No,Working Class,No,183.77,2019,5,1,21,2019,5,1,21,0 ,OR
2743,0.63,8.0,4.0,476.0,Bronze,6.86,13.76,Yes,No,Yes,Waterways,No,Wealthy,Yes,302.74,2018,1,0,29,2018,2,4,2,4 ,LA
2744,0.56,20.0,6.0,3232.0,Material_NA,6.08,18.26,No,Yes,Yes,Airways,No,Wealthy,No,416.2,2019,8,4,16,2019,8,0,12,-4 ,SC
2745,0.45,20.0,8.0,2723.0,Bronze,30.6,10.82,No,No,Yes,Roadways,No,Working Class,No,618.46,2015,4,1,21,2015,4,3,23,2 ,NY
2746,0.02,60.0,20.0,55775.0,Material_NA,154.47,94.62,No,No,No,Roadways,Yes,Wealthy,No,646.32,2015,2,4,13,2015,2,4,13,0 ,AL
2747,0.385,7.0,5.0,664.0,Aluminium,3.9,23.57,No,Yes,No,Roadways,No,Wealthy,No,261.72,2017,1,0,16,2017,1,1,17,1 ,AR
2748,0.13,3.0,2.0,166.0,Stone,6.44,18.15,Yes,No,No,Airways,No,Working Class,No,222.38,2015,10,1,20,2015,10,0,19,-1 ,
2749,0.66,6.0,5.0,141.0,Clay,5.45,19.73,No,Yes,No,Airways,Yes,Wealthy,No,265.14,2016,10,6,23,2016,10,3,27,4 ,WV
2750,0.34,9.0,8.0,6696.0,Stone,11.49,59.08,No,No,No,Roadways,No,Working Class,No,407.08,2015,7,3,30,2015,8,6,2,3 ,TN
