"","X","Artist.Reputation","Height","Width","Weight","Material","Price.Of.Sculpture","Base.Shipping.Price","International","Express.Shipment","Installation.Included","Transport","Fragile","Customer.Information","Remote.Location","Cost","scheduled_year","scheduled_month","scheduled_day","scheduled_dateofmonth","delivery_year","delivery_month","delivery_day","delivery_dateofmonth","delta","state","Cost_Numeric"
"1470",63,0.18,15,7,16227,"Marble",46.61,54.29,"Yes","Yes","Yes","Airways","No","Wealthy","Yes","Moderate",2016,4,2,27,2016,4,4,29,2,"KY",595.73
"1471",2110,0.45,25,7,1654,"Clay",8.8,12.04,"Yes","No","No","Waterways","Yes","Working Class","No","Moderate",2018,8,6,19,2018,8,6,19,0,"RI",657.85
"1472",2703,0.03,23,13,36927,"Material_NA",132.17,63.39,"No","No","Yes","Roadways","No","Working Class","No","Moderate",2015,10,2,28,2015,10,5,24,-4,"NV",593.03
"1473",5497,0.56,29,8,10931,"Bronze",14.11,32.52,"No","No","No","Roadways","No","Working Class","No","Moderate",2017,6,6,11,2017,6,2,7,-4,"TX",557.06
"1474",1481,0.31,31,10,4770,"Material_NA",11.78,24.01,"No","No","Yes","Roadways","Yes","Wealthy","No","Moderate",2017,8,5,26,2017,8,1,22,-4,"WV",384.08
"1475",3186,0.92,6,5,8066,"Brass",4.82,12.32,"Yes","Yes","Yes","Roadways","No","Wealthy","No","Moderate",2018,3,0,12,2018,3,3,8,-4,"ME",436.61
"1476",1262,0.42,9,4,3867,"Material_NA",9.47,22.71,"No","Yes","Yes","Roadways","No","Working Class","Yes","Moderate",2019,2,5,23,2019,2,4,22,-1,"",448.45
"1477",2797,0.43,39,11,3016,"Aluminium",10.75,23.53,"Yes","No","Yes","Waterways","No","Wealthy","Yes","Moderate",2017,1,2,18,2017,1,2,18,0,"SC",411.23
"1478",4508,0.45,5,5,47,"Clay",5.37,21.42,"No","No","No","Roadways","Yes","Wealthy","Yes","Moderate",2016,11,6,6,2016,11,1,8,2,"DC",354.51
"1479",1889,0.82,15,8,98,"Wood",4.02,24.83,"Yes","No","No","Waterways","No","Wealthy","No","Moderate",2016,9,4,2,2016,9,6,4,2,"IL",523.55
"1480",1964,0.46,26,8,10899,"Brass",47.99,31.39,"Yes","No","No","Airways","No","Working Class","No","Moderate",2019,5,6,19,2019,5,5,18,-1,"ID",647.12
"1481",2129,0.83,20,9,1374,"Clay",6.85,11.04,"No","No","Yes","Roadways","Yes","Working Class","No","Moderate",2015,3,0,9,2015,3,0,9,0,"RI",691.9
"1482",5031,0.05,8,4,7095,"Stone",20.87,60.76,"No","Yes","No","Roadways","No","Working Class","No","Moderate",2017,4,0,10,2017,4,4,7,-3,"MI",390.69
"1483",3009,0.67,24,8,4584,"Brass",13.46,17.04,"No","No","No","Waterways","No","Wealthy","No","Moderate",2015,4,0,6,2015,4,6,5,-1,"",382.3
"1484",5771,0.28,11,7,115395,"Marble",7,81.31,"No","No","No","Roadways","No","Working Class","No","Moderate",2018,3,2,7,2018,3,2,7,0,"DE",538.99
"1485",5869,0.64,30,9,499,"Wood",5.13,22.53,"No","Yes","Yes","Roadways","No","Working Class","Yes","Moderate",2019,7,1,2,2019,7,1,2,0,"ME",523.65
"1486",1241,0.52,38,11,2272,"Aluminium",7.14,23.94,"Yes","No","No","Roadways","No","Working Class","Yes","Moderate",2017,8,0,7,2017,8,3,3,-4,"ID",512.58
"1487",3147,0.12,13,6,64689,"Stone",112.03,46.39,"Yes","No","Yes","Waterways","No","Wealthy","Yes","Moderate",2016,7,5,30,2016,7,5,30,0,"DE",582.01
"1488",2744,0.56,20,6,3232,"Material_NA",6.08,18.26,"No","Yes","Yes","Airways","No","Wealthy","No","Moderate",2019,8,4,16,2019,8,0,12,-4,"SC",416.2
"1489",4505,0.69,12,7,3282,"Brass",5.32,21.34,"No","Yes","No","Airways","No","Working Class","No","Moderate",2016,6,2,22,2016,6,5,18,-4,"TN",505.35
"1490",4111,0.67,22,8,1603,"Clay",6.41,12.51,"Yes","Yes","Yes","Airways","Yes","Working Class","No","Moderate",2016,6,6,19,2016,6,3,16,-3,"ME",634.91
"1491",6301,0.12,23,13,22856,"Bronze",14.14,51.8,"No","No","Yes","Roadways","No","Working Class","No","Moderate",2017,6,6,25,2017,6,3,29,4,"",353.02
"1492",4898,0.11,31,6,5949,"Material_NA",11.95,56.02,"Yes","Yes","Yes","Airways","No","Wealthy","Yes","Moderate",2017,1,5,7,2017,1,4,6,-1,"",488.8
"1493",1974,0.76,10,8,124,"Clay",6.86,14.31,"No","Yes","No","Roadways","Yes","Working Class","No","Moderate",2015,5,2,6,2015,5,0,4,-2,"OR",371.36
"1494",2011,0.76,33,11,1845,"Aluminium",11.2,15.02,"No","No","Yes","Airways","No","Wealthy","No","Moderate",2016,10,0,31,2016,11,3,3,3,"OK",528.95
"1495",3837,0.84,17,6,3486,"Brass",12.74,20.97,"Yes","No","Yes","Waterways","No","Working Class","No","Moderate",2015,7,3,9,2015,7,3,9,0,"",541.42
"1496",3909,0.9,16,6,2176,"Bronze",4.29,20,"Yes","No","No","Waterways","No","Working Class","Yes","Moderate",2019,3,1,5,2019,3,4,8,3,"WA",506.45
"1497",3883,0.07,42,14,56495,"Bronze",86.23,47.06,"No","No","No","Waterways","No","Working Class","No","Moderate",2017,9,5,16,2017,9,2,20,4,"DC",363.93
"1498",4913,0.42,18,6,5612,"Brass",31.41,56.41,"No","Yes","Yes","Roadways","No","Working Class","No","Moderate",2017,12,3,21,2017,12,2,20,-1,"WI",648.98
"1499",5924,0.63,8,5,380,"Bronze",6.78,23.63,"Yes","No","Yes","Roadways","No","Working Class","No","Moderate",2015,11,3,26,2015,11,5,28,2,"WV",369.93
"1500",5698,0.56,22,12,1034,"Material_NA",6.52,10.28,"Yes","Yes","Yes","Airways","No","Wealthy","Yes","Moderate",2019,2,1,5,2019,2,1,5,0,"PA",429.06
"1501",2096,0.33,35,22,15388,"Clay",53.73,49.41,"No","No","Yes","Roadways","Yes","Working Class","No","Expensive",2019,4,4,19,2019,4,0,22,3,"MO",818.97
"1502",19,0.54,20,8,65103,"Stone",165.05,86.65,"No","No","Yes","Roadways","No","Wealthy","No","Expensive",2019,4,3,11,2019,4,5,13,2,"",1354.11
"1503",762,0.4,17,6,47125,"Marble",94.9,84.39,"Yes","Yes","Yes","Airways","No","Working Class","No","Expensive",2015,12,5,19,2015,12,5,19,0,"",2220.12
"1504",3685,0.66,41,12,26968,"Bronze",123.28,90.12,"No","Yes","No","Roadways","No","Wealthy","No","Expensive",2016,3,6,13,2016,3,4,11,-2,"TN",2496.12
"1505",1473,0.7,39,19,1378,"Material_NA",5.43,21.23,"Yes","Yes","Yes","Airways","No","Wealthy","No","Expensive",2016,8,0,29,2016,8,6,28,-1,"MD",991.62
"1506",6454,0.77,13,8,5349,"Brass",6.1,51.72,"No","No","No","Roadways","No","Wealthy","No","Expensive",2016,5,4,13,2016,5,2,11,-2,"IN",1034.86
"1507",2929,0.61,19,6,30510,"Marble",55.54,62.66,"No","No","Yes","Roadways","No","Wealthy","No","Expensive",2017,6,0,26,2017,6,3,29,3,"MD",1311.57
"1508",755,0.38,14,7,37717,"Marble",93.22,64.11,"No","No","No","Roadways","No","Working Class","Yes","Expensive",2018,2,2,7,2018,2,2,7,0,"IN",1477.63
"1509",5212,0.97,22,12,16470,"Bronze",33.02,55.94,"Yes","No","No","Roadways","No","Working Class","No","Expensive",2016,7,3,28,2016,7,3,28,0,"NV",2651.89
"1510",5702,0.69,21,7,5195,"Brass",40.1,91.67,"No","No","No","Roadways","No","Working Class","Yes","Expensive",2016,11,6,27,2016,11,2,23,-4,"MO",1847.58
"1511",297,0.61,37,20,3232,"Material_NA",136.35,55.3,"Yes","No","No","Roadways","No","Working Class","No","Expensive",2018,9,3,13,2018,9,2,12,-1,"NM",1717
"1512",4200,0.59,22,10,21928,"Material_NA",115.41,26.53,"No","Yes","Yes","Roadways","No","Working Class","Yes","Expensive",2016,9,6,4,2016,9,4,2,-2,"KY",1142.51
"1513",457,0.36,19,7,9069,"Brass",13.44,87.61,"Yes","No","No","Roadways","No","Working Class","No","Expensive",2016,6,5,25,2016,6,6,26,1,"WI",753.04
"1514",1769,0.8,14,7,33889,"Marble",118.27,66.28,"No","No","No","Roadways","No","Working Class","No","Expensive",2015,8,4,14,2015,8,4,14,0,"KS",1309.78
"1515",5686,0.44,48,28,6929,"Aluminium",14.65,65.58,"No","Yes","No","Airways","No","Working Class","Yes","Expensive",2016,2,2,24,2016,2,2,24,0,"NH",930.71
"1516",69,0.65,32,11,2135,"Aluminium",9.97,14.81,"No","Yes","Yes","Airways","No","Working Class","No","Expensive",2018,11,1,13,2018,11,4,9,-4,"NV",1157.2
"1517",3129,0.31,20,14,22277,"Brass",22.71,90.98,"No","No","Yes","Roadways","No","Working Class","Yes","Expensive",2017,10,6,29,2017,10,2,25,-4,"HI",948.1
"1518",304,0.4,39,26,16388,"Clay",99.83,62.86,"No","No","No","Roadways","Yes","Working Class","Yes","Expensive",2017,5,2,10,2017,5,3,11,1,"TN",1974.93
"1519",4792,0.75,21,8,8066,"Brass",12.12,69.08,"No","No","No","Roadways","No","Working Class","No","Expensive",2018,5,1,1,2018,5,2,2,1,"AZ",1238.69
"1520",6421,0.22,24,11,228503,"Marble",294.89,82.42,"No","No","No","Roadways","No","Working Class","No","Expensive",2018,7,0,23,2018,7,3,26,3,"MI",962.36
"1521",4247,0.35,35,19,71033,"Bronze",94.32,66.97,"No","No","No","Roadways","No","Working Class","No","Expensive",2018,5,5,19,2018,5,6,20,1,"IL",1509.77
"1522",1133,0.8,23,9,2061,"Clay",9.16,13.42,"No","No","Yes","Waterways","Yes","Working Class","No","Expensive",2018,3,0,12,2018,3,3,8,-4,"OH",1898.4
"1523",979,0.45,14,6,33863,"Stone",156.26,56.29,"Yes","No","No","Roadways","No","Working Class","No","Expensive",2016,12,3,29,2016,12,4,30,1,"FL",828.67
"1524",1623,0.16,29,8,228818,"Marble",694.44,72.78,"Yes","No","No","Waterways","No","Wealthy","No","Expensive",2018,5,3,3,2018,5,4,4,1,"AR",1858.72
"1525",6477,0.78,41,17,2588,"Aluminium",3.47,21.52,"No","No","No","Waterways","No","Working Class","Yes","Expensive",2019,5,1,28,2019,5,6,26,-2,"",777.23
"1526",53,0.3,22,9,345055,"Stone",365.28,54.25,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2015,11,6,22,2015,11,4,20,-2,"IA",1297.25
"1527",2250,0.02,28,12,510348,"Marble",361.62,62.37,"No","No","No","Roadways","No","Wealthy","No","Expensive",2015,5,1,26,2015,5,1,26,0,"CA",980.73
"1528",2851,0.45,46,22,119344,"Brass",317.95,96.81,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2016,12,2,14,2016,12,5,17,3,"",2588.76
"1529",2472,0.49,10,5,24576,"Stone",114.75,46.45,"No","No","Yes","Roadways","No","Wealthy","Yes","Expensive",2017,3,1,21,2017,3,5,25,4,"IL",708.3
"1530",281,0.08,62,17,145936,"Bronze",139.18,93.05,"Yes","No","Yes","Roadways","Yes","Working Class","Yes","Expensive",2017,5,3,18,2017,5,2,17,-1,"NH",952.94
"1531",3192,0.65,12,6,20314,"Stone",49.81,44.82,"Yes","Yes","Yes","Airways","No","Working Class","Yes","Expensive",2018,7,4,6,2018,7,1,3,-3,"KS",1345.9
"1532",3302,0.34,17,11,56742,"Marble",199.64,61.1,"No","No","No","Roadways","No","Working Class","No","Expensive",2018,6,1,19,2018,6,5,16,-3,"CT",748.08
"1533",3075,0.6,21,10,159990,"Marble",1351.99,51.43,"Yes","No","No","Airways","No","Working Class","No","Expensive",2018,11,0,19,2018,11,0,19,0,"MI",2910.36
"1534",5641,0.41,12,6,33354,"Stone",37.73,66.25,"No","Yes","No","Roadways","No","Working Class","No","Expensive",2019,7,4,26,2019,7,3,25,-1,"OR",758.91
"1535",3320,0.8,61,28,7379,"Material_NA",19.17,49.96,"No","No","No","Roadways","No","Working Class","No","Expensive",2017,5,6,7,2017,5,0,8,1,"CT",2230.43
"1536",6016,0.31,26,8,130282,"Material_NA",53.21,65.88,"Yes","Yes","Yes","Airways","No","Working Class","No","Expensive",2017,3,6,5,2017,3,5,4,-1,"VA",1485.94
"1537",1325,0.36,37,23,143932,"Material_NA",122.93,64.85,"Yes","No","Yes","Waterways","No","Working Class","No","Expensive",2015,12,2,2,2015,12,3,3,1,"MO",1044.03
"1538",4302,0.45,26,14,37505,"Brass",21.11,60.5,"No","Yes","No","Airways","No","Working Class","No","Expensive",2018,3,0,26,2018,3,6,25,-1,"NH",740.92
"1539",2220,0.45,24,11,437,"Wood",6.15,23.93,"No","Yes","No","Roadways","No","Working Class","No","Expensive",2018,11,0,26,2018,11,3,22,-4,"NH",982.23
"1540",6150,0.69,37,9,38148,"Brass",140.38,38.87,"No","No","Yes","Roadways","No","Wealthy","No","Expensive",2016,2,5,6,2016,2,2,10,4,"SD",1397.26
"1541",2211,0.61,19,10,10219,"Material_NA",38.31,27.71,"Yes","Yes","Yes","Airways","No","Working Class","Yes","Expensive",2018,6,3,7,2018,6,3,7,0,"",928.97
"1542",1319,0.12,15,7,90965,"Stone",167.23,95.95,"No","Yes","No","Airways","No","Wealthy","No","Expensive",2015,10,0,12,2015,10,5,10,-2,"MN",1051.66
"1543",6435,0.36,29,9,16026,"Bronze",29.52,73.77,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2018,7,4,27,2018,7,2,25,-2,"FL",773.01
"1544",4031,0.62,23,6,6640,"Brass",12.59,63.22,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2015,3,5,14,2015,3,5,14,0,"",909.47
"1545",4838,0.6,23,7,1737,"Clay",8.76,22.74,"Yes","No","Yes","Waterways","Yes","Working Class","No","Expensive",2017,11,2,1,2017,10,5,28,-4,"NJ",708.59
"1546",6371,0.69,24,9,3232,"Material_NA",157.35,32.92,"Yes","No","Yes","Waterways","No","Working Class","No","Expensive",2016,10,3,6,2016,10,6,2,-4,"",1107.86
"1547",3552,0.41,16,7,119618,"Stone",121.75,66.63,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2017,9,2,6,2017,9,3,7,1,"KY",769.34
"1548",2913,0.83,15,8,7239,"Brass",31.11,86.26,"No","Yes","Yes","Airways","No","Working Class","No","Expensive",2019,6,5,8,2019,6,5,8,0,"NY",1970.41
"1549",6297,0.17,40,18,11098,"Clay",30.41,84.43,"Yes","Yes","Yes","Airways","Yes","Wealthy","Yes","Expensive",2017,4,5,15,2017,4,1,11,-4,"UT",1154.39
"1550",3513,0.09,18,8,211563,"Stone",330.8,28.85,"Yes","No","No","Roadways","No","Working Class","Yes","Expensive",2016,11,0,28,2016,11,3,24,-4,"DC",1385.67
"1551",1515,0.02,31,11,409345,"Marble",238.02,52.32,"No","Yes","No","Roadways","No","Working Class","No","Expensive",2016,6,0,27,2016,6,0,27,0,"RI",904.89
"1552",1936,0.71,47,13,1030,"Wood",3.34,24.92,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2016,9,2,14,2016,9,4,16,2,"ND",731.9
"1553",147,0.35,32,20,91529,"Brass",456.3,99.59,"Yes","No","Yes","Waterways","No","Working Class","No","Expensive",2017,7,4,21,2017,7,6,23,2,"MN",2166.06
"1554",1021,0.82,15,8,48643,"Marble",63.71,33.55,"Yes","No","Yes","Waterways","No","Working Class","Yes","Expensive",2017,6,1,13,2017,6,1,13,0,"AK",2763.1
"1555",5154,0.45,65,31,43240,"Clay",101.42,91.26,"No","No","No","Roadways","Yes","Working Class","No","Expensive",2016,1,5,23,2016,1,5,23,0,"MD",1205.74
"1556",1173,0.33,30,13,44019,"Brass",42.28,92.57,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2018,12,6,23,2018,12,0,24,1,"CT",874.27
"1557",1771,0.55,9,5,9022,"Marble",29.47,66.33,"No","Yes","No","Roadways","No","Wealthy","No","Expensive",2015,10,3,29,2015,10,2,28,-1,"AK",740.14
"1558",3863,0.94,20,14,2254,"Aluminium",5.75,24.15,"No","Yes","No","Airways","No","Wealthy","No","Expensive",2018,9,4,28,2018,9,6,30,2,"DC",1454.15
"1559",681,0.72,25,10,7795,"Bronze",50.58,73.55,"No","No","No","Roadways","No","Working Class","Yes","Expensive",2018,6,2,20,2018,6,0,18,-2,"WA",2071.78
"1560",781,0.45,14,7,54449,"Stone",35.89,83.07,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2019,4,5,27,2019,5,2,1,4,"RI",1208.29
"1561",1259,0.4,21,10,256408,"Marble",335.81,70.22,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2019,7,1,23,2019,7,1,23,0,"IL",1396.78
"1562",1099,0.67,27,11,30736,"Brass",36.97,38.28,"Yes","No","No","Waterways","No","Working Class","No","Expensive",2016,3,4,11,2016,3,2,9,-2,"WA",957.62
"1563",3523,0.9,20,12,773,"Wood",6.76,12.77,"No","No","No","Roadways","No","Working Class","No","Expensive",2015,1,1,13,2015,1,1,13,0,"LA",709.16
"1564",2843,0.36,31,18,44303,"Brass",21.21,96.06,"No","Yes","Yes","Airways","No","Wealthy","No","Expensive",2015,1,4,16,2015,1,0,19,3,"CO",1569.23
"1565",308,0.31,23,8,18687,"Brass",41.35,46.94,"No","No","Yes","Roadways","No","Working Class","Yes","Expensive",2018,8,1,7,2018,8,5,4,-3,"",700.89
"1566",6494,0.45,20,28,10851,"Aluminium",30.83,67.7,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2016,4,1,19,2016,4,3,21,2,"MD",1076.85
"1567",4461,0.82,10,4,5011,"Material_NA",9.73,74.43,"No","Yes","Yes","Roadways","No","Wealthy","Yes","Expensive",2016,7,0,11,2016,7,5,9,-2,"NH",2794.93
"1568",3723,0.46,23,10,15895,"Material_NA",62.24,39.42,"Yes","No","No","Waterways","No","Wealthy","Yes","Expensive",2015,7,5,11,2015,7,5,11,0,"WV",978.86
"1569",4733,0.45,21,9,165624,"Marble",601.18,61.16,"No","Yes","No","Roadways","No","Working Class","No","Expensive",2018,7,1,17,2018,7,4,20,3,"NE",2345.85
"1570",782,0.09,25,8,173137,"Marble",455.3,39.51,"Yes","No","Yes","Waterways","No","Working Class","No","Expensive",2016,2,5,27,2016,2,5,27,0,"IA",983.52
"1571",1667,0.5,11,7,51594,"Material_NA",53.85,95.27,"Yes","Yes","Yes","Airways","No","Wealthy","Yes","Expensive",2018,9,5,15,2018,9,5,15,0,"DE",2004
"1572",4519,0.99,19,6,4416,"Brass",41.7,24.14,"Yes","No","Yes","Waterways","No","Wealthy","No","Expensive",2015,8,5,8,2015,8,4,7,-1,"AR",1677.39
"1573",1198,0.21,12,6,57899,"Stone",91.71,84.18,"No","No","Yes","Airways","No","Working Class","No","Expensive",2018,1,5,20,2018,1,6,21,1,"VT",1039.87
"1574",945,0.84,14,7,221082,"Stone",276.25,60.08,"No","No","No","Roadways","No","Working Class","No","Expensive",2015,3,2,25,2015,3,6,22,-3,"WY",2066.86
"1575",4044,0.35,73,36,5072,"Wood",10.46,96.49,"Yes","Yes","No","Airways","No","Working Class","No","Expensive",2016,8,1,23,2016,8,3,25,2,"CT",1751.82
"1576",2675,0.6,21,12,281820,"Marble",1127.29,30.32,"No","No","No","Roadways","No","Working Class","No","Expensive",2015,6,4,5,2015,6,1,2,-3,"AZ",2680.43
"1577",1730,0.98,18,9,2201,"Clay",5.26,16.56,"No","No","Yes","Roadways","Yes","Wealthy","Yes","Expensive",2016,7,1,19,2016,7,3,21,2,"AK",895.17
"1578",5741,0.22,37,17,30554,"Material_NA",90.1,45.11,"Yes","No","No","Roadways","No","Working Class","Yes","Expensive",2018,4,3,12,2018,4,4,13,1,"MN",895.42
"1579",531,0.52,15,8,5556,"Brass",12.68,44.02,"Yes","Yes","Yes","Airways","No","Wealthy","No","Expensive",2016,8,2,17,2016,8,1,16,-1,"VA",737.66
"1580",3646,0.84,27,13,251,"Wood",6.9,22.98,"No","No","No","Roadways","No","Working Class","No","Expensive",2018,2,2,28,2018,2,6,25,-3,"IL",868.36
"1581",6272,0.89,20,7,664,"Aluminium",5.16,21.7,"No","Yes","Yes","Roadways","No","Working Class","No","Expensive",2016,8,3,4,2016,8,4,5,1,"",951.07
"1582",3530,0.21,50,21,17324,"Clay",21.18,87.42,"Yes","No","No","Waterways","Yes","Working Class","No","Expensive",2018,1,5,27,2018,1,4,26,-1,"FL",700.32
"1583",1281,0.61,25,8,5982.5,"Bronze",50.77,59.81,"Yes","No","No","Roadways","No","Working Class","Yes","Expensive",2018,12,3,6,2018,12,4,7,1,"NJ",1250.28
"1584",2781,0.45,39,14,50723,"Bronze",169.06,98.77,"No","Yes","No","Airways","No","Working Class","No","Expensive",2016,8,0,15,2016,8,4,19,4,"NY",2246.72
"1585",6293,0.22,21,8,78424,"Marble",60.34,94.91,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2015,10,5,24,2015,10,1,20,-4,"VA",944.35
"1586",2157,0.81,20,18,5982.5,"Bronze",122.43,32.8,"Yes","Yes","Yes","Airways","No","Working Class","No","Expensive",2016,10,4,21,2016,10,1,25,4,"NY",2834.29
"1587",4870,0.45,36,28,110246,"Material_NA",55.3,43.43,"Yes","Yes","No","Roadways","No","Wealthy","No","Expensive",2017,1,2,11,2017,1,6,15,4,"OK",828.33
"1588",5898,0.97,21,11,203,"Wood",4.85,18.55,"No","Yes","Yes","Roadways","No","Working Class","No","Expensive",2015,5,6,31,2015,5,4,29,-2,"WY",844.28
"1589",6,0.64,17,9,7264,"Brass",8.26,90.67,"No","Yes","No","Roadways","No","Working Class","No","Expensive",2016,6,6,5,2016,6,3,2,-3,"WV",1536.66
"1590",382,0.71,30,11,12261,"Bronze",38.44,68.29,"Yes","Yes","Yes","Airways","No","Wealthy","No","Expensive",2019,7,1,23,2019,7,5,20,-3,"TN",2394.62
"1591",3359,0.45,62,8,20460,"Clay",88.43,79.21,"Yes","Yes","No","Roadways","Yes","Wealthy","No","Expensive",2016,6,3,9,2016,6,2,8,-1,"ME",2807.52
"1592",3783,0.89,16,8,56467,"Marble",122.63,37.49,"No","No","Yes","Roadways","No","Wealthy","No","Expensive",2018,7,3,26,2018,7,5,28,2,"TN",1413.78
"1593",3000,0.58,8,5,7203,"Marble",27.05,84.32,"No","No","Yes","Airways","No","Working Class","No","Expensive",2016,9,3,8,2016,9,6,4,-4,"WV",885.27
"1594",2115,0.34,26,6,112686,"Marble",394.47,86.02,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2019,1,5,12,2019,1,1,15,3,"OH",1432.5
"1595",2866,0.18,24,11,19745,"Brass",21.05,94.09,"Yes","No","No","Roadways","No","Working Class","Yes","Expensive",2019,7,3,4,2019,7,3,4,0,"AL",726.66
"1596",5667,0.45,23,7,108134,"Stone",112.4,38.35,"Yes","Yes","No","Roadways","No","Working Class","Yes","Expensive",2017,2,2,22,2017,2,2,22,0,"SD",1477.73
"1597",3156,0.62,38,17,116226,"Brass",59.84,95.37,"Yes","No","Yes","Waterways","No","Working Class","Yes","Expensive",2016,5,5,28,2016,5,0,30,2,"AL",2755.29
"1598",1018,0.29,25,8,16244,"Brass",72.05,66.69,"No","No","Yes","Waterways","No","Wealthy","Yes","Expensive",2019,4,1,30,2019,4,5,27,-3,"MO",1031.42
"1599",6486,0.46,33,11,8437,"Bronze",14.07,58.69,"No","Yes","Yes","Roadways","No","Working Class","No","Expensive",2015,3,3,5,2015,3,0,2,-3,"AZ",848.53
"1600",2776,0.74,20,7,5480,"Brass",38.68,76.74,"No","Yes","No","Roadways","No","Working Class","Yes","Expensive",2017,3,1,21,2017,3,5,25,4,"KY",1358.62
"1601",5235,0.84,18,8,10801,"Brass",102.63,88.99,"No","Yes","Yes","Airways","No","Wealthy","No","Expensive",2015,9,3,24,2015,9,3,24,0,"UT",2579.86
"1602",5504,0.57,22,14,30791,"Brass",169.5,81.38,"No","Yes","Yes","Roadways","No","Working Class","No","Expensive",2018,11,3,29,2018,12,5,1,2,"MN",1616.46
"1603",5073,0.45,24,8,217,"Material_NA",6.57,23.02,"No","No","No","Waterways","No","Working Class","No","Expensive",2016,8,1,16,2016,8,4,12,-4,"IN",1097.59
"1604",5773,0.02,32,13,878471,"Marble",1216.06,37.04,"No","No","Yes","Waterways","No","Working Class","No","Expensive",2018,12,0,24,2018,12,2,26,2,"KS",1568.56
"1605",667,0.24,19,6,170477,"Stone",529.95,48.53,"No","No","No","Airways","No","Wealthy","Yes","Expensive",2016,12,4,16,2016,12,6,18,2,"WV",2122.79
"1606",4367,0.27,11,6,29701,"Stone",55.5,57.9,"No","Yes","Yes","Roadways","No","Wealthy","No","Expensive",2018,7,6,8,2018,7,4,6,-2,"",776.76
"1607",1049,0.62,23,10,12603,"Bronze",83.55,42.88,"No","No","No","Roadways","No","Working Class","No","Expensive",2017,5,2,31,2017,6,6,4,4,"NV",2513.4
"1608",1559,0.45,19,15,10603,"Bronze",24.76,80.3,"Yes","No","No","Roadways","No","Working Class","No","Expensive",2015,5,3,21,2015,5,0,18,-3,"HI",766.33
"1609",1928,0.57,32,15,8542,"Clay",28.16,88.68,"Yes","No","No","Waterways","Yes","Wealthy","No","Expensive",2015,12,2,30,2015,12,2,30,0,"",1604.67
"1610",2114,0.8,12,6,57899,"Stone",324.71,78.05,"No","No","No","Roadways","No","Wealthy","No","Expensive",2016,1,3,14,2016,1,0,18,4,"MD",2818.6
"1611",4448,0.81,24,9,10988,"Material_NA",51.7,60.24,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2017,10,6,29,2017,10,3,26,-3,"WI",2429.41
"1612",1967,0.8,30,7,12379,"Bronze",42.41,68.2,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2019,2,5,16,2019,2,5,16,0,"ND",2164.53
"1613",1264,0.57,15,7,26777,"Marble",114.11,27.87,"Yes","Yes","Yes","Airways","No","Wealthy","No","Expensive",2019,7,4,19,2019,7,2,17,-2,"AR",1012.61
"1614",1495,0.28,21,9,210898,"Stone",467.8,38.86,"Yes","No","No","Roadways","No","Working Class","No","Expensive",2016,3,5,19,2016,3,0,21,2,"CO",1636.62
"1615",6362,0.98,18,6,8066,"Brass",26.5,62.12,"No","No","No","Roadways","No","Working Class","No","Expensive",2018,12,2,26,2018,12,6,30,4,"AZ",1480.39
"1616",4084,0.73,33,15,26774,"Bronze",248.72,36.43,"No","No","No","Roadways","No","Working Class","No","Expensive",2018,5,5,19,2018,5,4,18,-1,"GA",1597.99
"1617",2686,0.12,17,11,278914,"Stone",273.44,35.42,"Yes","No","Yes","Roadways","No","Working Class","No","Expensive",2016,9,4,2,2016,8,0,29,-4,"WI",1158.62
"1618",1408,0.38,20,6,45873,"Marble",42.52,99.04,"No","No","Yes","Roadways","No","Working Class","No","Expensive",2016,4,4,8,2016,4,4,8,0,"CT",1016.57
"1619",4130,0.82,27,9,28409,"Brass",65.19,31.22,"Yes","No","Yes","Waterways","No","Working Class","No","Expensive",2016,6,5,25,2016,6,5,25,0,"PA",2950.91
"1620",2046,0.67,24,6,115395,"Marble",31.11,56.97,"No","No","No","Roadways","No","Working Class","No","Expensive",2015,9,0,28,2015,9,4,25,-3,"NE",1197.59
"1621",5387,0.35,18,7,96206,"Stone",164.53,94.31,"No","No","No","Roadways","No","Working Class","No","Expensive",2016,11,0,14,2016,11,4,18,4,"ID",973.87
"1622",5047,0.45,27,11,8586,"Brass",9.58,72.41,"Yes","Yes","No","Airways","No","Working Class","Yes","Expensive",2016,7,1,5,2016,7,4,1,-4,"GA",1202.76
"1623",5552,0.23,31,23,70415,"Bronze",52.29,55.19,"Yes","Yes","No","Airways","No","Wealthy","No","Expensive",2017,8,2,9,2017,8,4,11,2,"NJ",1188.78
